fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
429051,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Officer Basin Stage Two, WA, 1989",A6891131,4/03/1994,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Exploration Computer Services Perth,processor,,,,,,AUS,WA,-25.988135,-27.00289,125.991256,124.487374,3/01/1989,,On,FW,Rockwell Aerocom. 500S VH-KAC,,license,license,unclassified,,,1131
429052,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Horrigan's Creek, WA, 1997",A6971127,8/01/2002,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD,ELE",Arimco Mining Pty Ltd,principalInvestigator,Tesla Airborne Geoscience,resourceProvider,Tesla-10 Pty Ltd,processor,,,,,,AUS,WA,-23.41061,-23.64054,118.56914,117.98013,7/01/1997,,On,FW,Cessna 210 VH-JBH,EPSG:4203,license,license,unclassified,,,1127
429053,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Liversey Range, WA, 1996",A6961128,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD,ELE",WMC Ltd,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-26.2886,-26.68817,127.50395,127.0753,6/05/1996,6/07/1996,On,FW,Rockwell Aerocom. 500S VH-KAC,,license,license,unclassified,,,1128
429054,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"North Officer Basin Stage One, WA, 1988",A6881129,09/25/1993,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Aerodata,resourceProvider,Aerodata,processor,,,,,,AUS,WA,-24.977345,-26.016806,126.009187,123.594696,08/25/1988,12/16/1988,On,FW,C-GNKW Britten Norman Trisland,,license,license,unclassified,,,1129
429055,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Nanthona, WA, 1989",A6891130,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Exploration Computer Services Perth,processor,,,,,,AUS,WA,-24.48,-25,124.67,124,3/01/1989,,On,FW,Rockwell Aerocom. 500S VH-KAC,,license,license,unclassified,,,1130
429060,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Officer Basin Stage Three, WA, 1990",A6901132,06/19/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,TESLA-10 Pty Ltd,processor,,,,,,AUS,WA,-26.98617,-29.25677,128.25697,125.96935,3/10/1990,03/31/1990,On,FW,"Rockwell Aeroc. VH-EXS, VH-KAC",,license,license,unclassified,,,1132
429061,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"West Officer Basin, WA, 1981",A6811133,06/19/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Aerodata Pty Ltd,resourceProvider,Engineering Computer Services Pty Ltd,processor,,,,,,AUS,WA,-26.987607,-28.756281,126.002754,123.993198,03/30/1981,7/11/1981,On,FW,Cessna 206,,license,license,unclassified,,,1133
429083,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/27/2006,"Ashburton, WA, 2006",A6061134,4/04/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",Geological Survey of WA,principalInvestigator,UTS Geophysics Pty Ltd,resourceProvider,UTS Geophysics Pty Ltd,processor,,,GSWA,owner,,AUS,WA,-22.5,-24.263446,119.24346,116,8/04/2006,12/27/2006,On,FW,VH-MDG Cessna 210,,license,license,unclassified,,,1134
429086,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/27/2006,"Musgrave Extensions, WA, 2006",A6061135,02/13/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",Geological Survey of WA,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,GSWA,owner,,AUS,WA,-24.549552,-27,129,125.782344,06/15/2006,10/11/2006,On,FW,VH-MOK Cessna 210R,EPSG:28352,license,license,unclassified,North area (N-S lines) & south area (E-W lines),,1135
429087,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/27/2006,"Officer Basin Northwest, WA, 2006",A6061136,03/28/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",Geological Survey of WA,principalInvestigator,Worley Parsons GPX Pty Ltd,resourceProvider,Worley Parsons GPX Pty Ltd,processor,,,,,,AUS,WA,-23.2657,-25,123,119.5,08/16/2006,01/18/2007,On,FW,"VH-MNN, Cessna 210",,license,license,unclassified,,,1136
429155,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,11/01/2006,"Webb Gravity Survey, WA, 2006 - Gravity project 200660",G6064029,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of WA,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,,,Geological Survey of WA,owner,,AUS,WA,-21.990036,-23.327946,129.002395,126.99681,08/14/2006,9/12/2006,On,RW,Robinson R-44 Clipper VH-HEM,EPSG:4283,license,license,unclassified,,,4029
429491,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,11/24/2006,"Tiwi Islands, NT, 2006",A8061137,02/13/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",NTGS,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,NTGS,owner,,AUS,NT,-11.149948,-12.18152,131.551338,130.005901,10/09/2006,11/18/2006,OnOff,FW,VH-KAC Aerocom. Shrike 500S,EPSG:28352,license,license,unclassified,,,1137
429719,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,12/01/2006,"Mt Isa 2006, Area B",G0200641,12/21/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,"Qld Dept Natural Resources, Mines and Water",principalInvestigator,Fugro Ground Geophysics,resourceProvider,Fugro Ground Geophysics,processor,"Qld Dept Natural Resources, Mines and Water",,,,Qld SSEI,AUS,QLD,-18.009935,-21.163783,141.00234,137.994153,7/03/2006,10/09/2006,On,,,EPSG:4283,license,license,unclassified,,,200641
433050,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/25/2007,"Northern Callabonna, SA, 2001 (TEISA)",A5011139,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD,ELE",PIRSA,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,PIRSA,owner,,AUS,SA,-29,-29.5,141,139.5,5/01/2001,06/30/2001,On,FW,VH-KAC Rockwell Aerocommander,,license,license,unclassified,,,1139
434629,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,02/22/2007,Braidwood Gravity Survey 2006,G0200620,02/28/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of NSW,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,Geological Survey of NSW,,Geological Survey of NSW,owner,,AUS,NSW,-34.97,-35.51,149.99,149.44,5/08/2006,05/18/2006,On,RW,"Bell 47 VH-DTA, Landcruisers",EPSG:4283,license,license,unclassified,,,200620
434632,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,02/23/2007,Woodlawn Mine Gravity Surveys,G0200621,02/28/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,Geoterrex,resourceProvider,Daishsat Pty Ltd,processor,Geological Survey of NSW,,,,,AUS,NSW,-34.98,-35.18,149.67,149.48,,,On,,,EPSG:4283,license,license,unclassified,Historic company data reprocessed for Geol Survey of NSW.,,200621
434875,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,3/05/2007,"Lower Macquarie River TEMPEST AEM Survey, NSW, 2007",A2071140,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"TDE,MAG,ELE",Bureau of Rural Sciences,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,Bureau of Rural Sciences,owner,,AUS,NSW,-30.394475,-32.428446,148.475513,146.991664,12/14/2006,04/19/2007,On,RW,"VH-TEM Casa, VH-WGT Skyvan",,license,license,unclassified,"300/600/900m l'sp., N-S lines (S area), E-W lines (N area), no ties",,1140
434876,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,3/05/2007,"River Murray Corridor RESOLVE AEM Survey, VIC, NSW, 2007",A3071141,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"FDE,MAG,ELE",Bureau of Rural Sciences,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,Bureau of Rural Sciences,owner,,AUS,"NSW,VIC",-33.922423,-36.001592,144.51038,140.960989,2/02/2007,05/13/2007,On,RW,"VH-RTV, VH-PTH Eurocopters",,license,license,unclassified,"Line dir: 0/20/45/65/90/120, Tie dir: 90/110/135/155/180/210",,1141
